mal1g00001,,,,,
mal1g00188,ga198s2g01777,.,ga198s13g01696,.,ga198s1g00929
mal1g00189,.,.,.,.,.
mal1g00190,.,.,ga198s13g01697,.,.
mal1g00191,.,.,ga198s13g01699,.,ga198s1g00928
mal1g00192,.,.,ga198s13g01701,.,ga198s1g00927
mal1g00193,.,.,.,ga198s5g04136,ga198s1g00926
mal1g00194,.,.,.,.,ga198s1g00925
mal1g00195,.,.,ga198s13g01702,ga198s5g04137,ga198s1g00924
mal1g00196,.,.,ga198s13g01706,.,.
mal1g00197,.,ga198s11g00730,ga198s13g01707,.,ga198s1g00922
mal1g00198,.,.,.,.,ga198s1g00920
mal1g00199,ga198s2g01778,.,ga198s13g01708,ga198s5g04138,ga198s1g00918
mal1g00200,.,.,.,ga198s5g04140,ga198s1g00917
mal1g00201,.,.,.,ga198s5g04141,ga198s1g00916
mal1g00202,.,.,.,.,.
mal1g00203,.,.,.,.,.
mal1g00204,.,.,.,.,.
mal1g00205,.,.,.,ga198s5g04143,ga198s1g00915
mal1g00206,.,.,.,.,ga198s1g00914
mal1g00207,.,.,.,ga198s5g04145,ga198s1g00913
mal1g00208,.,ga198s11g00725,.,.,ga198s1g00912
mal1g00209,.,.,.,.,ga198s1g00911
mal1g00210,.,.,.,ga198s5g04146,ga198s1g00910
mal1g00211,.,.,.,ga198s5g04148,.
mal1g00212,.,.,ga198s13g01710,ga198s5g04149,.
mal1g00213,.,ga198s11g00724,.,ga198s5g04152,.
mal1g00214,.,ga198s11g00723,.,.,.
mal1g00215,ga198s2g01779,.,ga198s13g01711,ga198s5g04153,ga198s1g00909
mal1g00216,.,.,.,ga198s5g04154,.
mal1g00217,.,.,ga198s13g01712,.,ga198s1g00908
mal1g00218,.,.,.,.,.
mal1g00219,.,.,.,.,.
mal1g00220,.,.,ga198s13g01714,ga198s5g04156,.
mal1g00221,.,.,ga198s13g01715,.,.
mal1g00222,ga198s2g01781,.,.,.,.
mal1g00223,.,.,.,.,ga198s1g00907
mal1g00224,.,.,.,ga198s5g04157,ga198s1g00905
mal1g00225,.,.,ga198s13g01716,ga198s5g04158,ga198s1g00904
mal1g00226,ga198s2g01782,.,.,.,ga198s1g00903
mal1g00227,.,.,.,.,ga198s1g00902
mal1g00228,.,.,.,.,ga198s1g00901
mal1g00229,.,ga198s11g00722,.,.,ga198s1g00900
mal1g00230,.,.,.,.,.
mal1g00231,.,.,ga198s13g01719,.,ga198s1g00899
mal1g00232,.,.,ga198s13g01720,.,.
mal1g00233,.,ga198s11g00721,.,.,ga198s1g00898
mal1g00234,.,.,ga198s13g01721,.,.
mal1g00235,.,.,ga198s13g01722,ga198s5g04159,ga198s1g00897
mal1g00236,.,.,.,.,.
mal1g00237,ga198s2g01783,ga198s11g00720,.,ga198s5g04160,ga198s1g00896
mal1g00238,.,.,.,ga198s5g04167,ga198s1g00894
mal1g00239,.,.,.,.,ga198s1g00893
mal1g00240,.,.,.,.,ga198s1g00892
mal1g00241,.,.,.,.,.
mal1g00242,.,.,.,.,.
mal1g00243,.,.,.,ga198s5g04170,.
mal1g00244,.,.,.,ga198s5g04171,.
mal1g00245,.,.,.,ga198s5g04172,.
mal1g00246,.,.,ga198s13g01724,ga198s5g04173,ga198s1g00891
mal1g00247,.,.,ga198s13g01725,.,.
mal1g00248,.,.,.,.,.
mal1g00249,.,.,.,.,ga198s1g00890
mal1g00250,.,.,.,.,ga198s1g00889
mal1g00251,ga198s2g01784,.,.,.,.
mal1g00252,ga198s2g01785,.,.,ga198s5g04174,.
mal1g00253,.,.,.,ga198s5g04175,.
mal1g00254,.,.,.,ga198s5g04176,.
mal1g00255,.,.,.,ga198s5g04177,.
mal1g00256,.,.,.,.,ga198s1g00888
mal1g00257,.,.,.,.,ga198s1g00886
mal1g00258,.,.,.,.,ga198s1g00885
mal1g00259,.,.,.,ga198s5g04183,.
mal1g00260,.,.,.,.,ga198s1g00884
mal1g00261,ga198s2g01787,.,.,.,ga198s1g00883
mal1g00262,.,.,.,.,ga198s1g00882
mal1g00263,.,.,.,.,ga198s1g00879
mal1g00264,.,.,.,.,.
mal1g00265,ga198s2g01788,.,.,ga198s5g04184,.
mal1g00266,,.,.,.,.
mal1g00267,,.,.,.,ga198s1g00876
mal1g00268,,.,.,ga198s5g04186,ga198s1g00875
mal1g00269,,.,.,ga198s5g04188,.
mal1g00270,,.,ga198s13g01726,ga198s5g04189,ga198s1g00874
mal1g00271,,.,.,.,.
mal1g00272,,.,.,.,ga198s1g00873
mal1g00273,,.,.,ga198s5g04190,.
mal1g00274,,ga198s11g00718,ga198s13g01728,.,ga198s1g00871
mal1g00275,,.,.,ga198s5g04191,.
mal1g00276,,.,.,ga198s5g04192,ga198s1g00869
mal1g00277,,.,.,.,.
mal1g00278,,.,.,ga198s5g04193,ga198s1g00868
mal1g00279,,.,ga198s13g01729,.,ga198s1g00867
mal1g00280,,.,.,.,ga198s1g00866
mal1g00281,,.,.,.,.
mal1g00282,,.,.,.,.
mal1g00283,,.,.,.,.
mal1g00284,,.,.,.,ga198s1g00865
mal1g00285,,.,.,.,ga198s1g00864
mal1g00286,,.,.,ga198s5g04194,.
mal1g00287,,.,.,,.
mal1g00288,,.,.,ga198s5g04109,ga198s1g00863
mal1g00289,,.,.,.,ga198s1g00862
mal1g00290,,.,.,ga198s5g04113,.
mal1g00291,,.,.,.,.
mal1g00292,,.,ga198s13g01730,ga198s5g04117,ga198s1g00861
mal1g00293,,.,.,.,.
mal1g00294,,.,.,.,.
mal1g00295,,ga198s11g00712,.,.,.
mal1g00296,,.,ga198s13g01731,ga198s5g04118,ga198s1g00860
mal1g00297,,.,ga198s13g01732,.,.
mal1g00298,,.,.,.,ga198s1g00858
mal1g00299,,.,ga198s13g01733,.,.
mal1g00300,,.,.,.,.
mal1g00301,,ga198s11g00711,ga198s13g01734,ga198s5g04119,ga198s1g00857
mal1g00302,,,.,ga198s5g04120,ga198s1g00856
mal1g00303,,,.,.,.
mal1g00304,,,.,.,.
mal1g00305,,,.,.,.
mal1g00306,,,.,.,.
mal1g00307,,,.,.,.
mal1g00308,,,.,.,ga198s1g00855
mal1g00309,,,ga198s13g01735,.,.
mal1g00310,,,.,ga198s5g04122,ga198s1g00854
mal1g00311,,,.,ga198s5g04123,.
mal1g00312,,,.,ga198s5g04124,.
mal1g00313,,,.,.,.
mal1g00314,,,.,.,.
mal1g00315,,,.,ga198s5g04125,.
mal1g00316,,,ga198s13g01736,.,ga198s1g00853
mal1g00317,,,.,.,.
mal1g00318,,,.,.,.
mal1g00319,,,.,.,.
mal1g00320,,,.,ga198s5g04041,.
mal1g00321,,,.,ga198s5g04072,.
mal1g00322,,,.,.,.
mal1g00323,,,.,ga198s5g04075,.
mal1g00324,,,.,.,.
mal1g00325,,,.,.,.
mal1g00326,,,.,.,.
mal1g00327,,,.,.,.
mal1g00328,,,.,.,.
mal1g00329,,,.,.,.
mal1g00330,,,.,.,.
mal1g00331,,,ga198s13g01737,.,.
mal1g00332,,,.,.,.
mal1g00333,,,.,.,.
mal1g00334,,,.,.,.
mal1g00335,,,.,.,.
mal1g00336,,,.,ga198s5g04076,.
mal1g00337,,,.,.,ga198s1g00852
mal1g00338,,,.,.,ga198s1g00851
mal1g00339,,,.,.,ga198s1g00850
mal1g00340,,,.,.,ga198s1g00849
mal1g00341,,,.,.,ga198s1g00848
mal1g00342,,,ga198s13g01738,.,.
mal1g00343,,,ga198s13g01739,.,ga198s1g00847
mal1g00344,,,.,.,.
mal1g00345,,,.,.,.
mal1g00346,,,.,.,.
mal1g00347,,,.,.,ga198s1g00846
mal1g00348,,,.,.,.
mal1g00349,,,.,.,.
mal1g00350,,,ga198s13g01740,.,.
mal1g00351,,,.,.,ga198s1g00845
mal1g00352,,,.,.,ga198s1g00841
mal1g00353,,,ga198s13g01741,.,ga198s1g00840
mal1g00354,,,.,ga198s5g04081,ga198s1g00839
mal1g00355,,,.,ga198s5g04082,ga198s1g00832
mal1g00356,,,ga198s13g01742,.,.
mal1g00357,,,.,.,ga198s1g00831
mal1g00358,,,.,.,ga198s1g00830
mal1g00359,,,.,.,ga198s1g00829
mal1g00360,,,ga198s13g01743,.,ga198s1g00828
mal1g00361,,,ga198s13g01744,.,.
mal1g00362,,,ga198s13g01745,ga198s5g04091,.
mal1g00363,,,ga198s13g01746,ga198s5g04092,ga198s1g00827
mal1g00364,,,.,.,.
mal1g00365,,,.,.,ga198s1g00837
mal1g00366,,,ga198s13g01749,.,.
mal1g00367,,,ga198s13g01753,.,.
mal1g00368,,,.,.,.
mal1g00369,,,ga198s13g01757,.,.
mal1g00370,,,ga198s13g01758,.,.
mal1g00371,,,ga198s13g01759,.,ga198s1g00836
mal1g00372,,,ga198s13g01760,.,ga198s1g00835
mal1g00373,,,.,.,ga198s1g00825
mal1g00374,,,.,.,.
mal1g00375,,,.,ga198s5g04093,ga198s1g00822
mal1g00376,,,.,,.
mal1g00377,,,ga198s13g01767,,ga198s1g00820
mal1g00378,,,.,,ga198s1g00819
mal1g00379,,,.,,.
mal1g00380,,,.,,ga198s1g00818
mal1g00381,,,.,,.
mal1g00382,,,.,,.
mal1g00383,,,.,,.
mal1g00384,,,.,,.
mal1g00385,,,.,,.
mal1g00386,,,.,,.
mal1g00387,,,.,,.
mal1g00388,,,.,,.
mal1g00389,,,.,,.
mal1g00390,,,.,,.
mal1g00391,,,.,,.
mal1g00392,,,.,,.
mal1g00393,,,ga198s13g01768,,.
mal1g00394,,,ga198s13g01769,,.
mal1g00395,,,.,,ga198s1g00815
mal1g00396,,,ga198s13g01770,,ga198s1g00814
mal1g00397,,,.,,ga198s1g00813
mal1g00398,,,ga198s13g01771,,ga198s1g00812
mal1g00399,,,.,,ga198s1g00811
mal1g00400,,,.,,.
mal1g00401,,,.,,.
mal1g00402,,,.,,ga198s1g00810
mal1g00403,,,.,,ga198s1g00809
mal1g00404,,,.,,ga198s1g00808
mal1g00405,,,.,,.
mal1g00406,,,ga198s13g01772,,ga198s1g00807
mal1g00407,,,.,,.
mal1g00408,,,.,,ga198s1g00806
mal1g00409,,,.,,.
mal1g00410,,,.,,ga198s1g00804
mal1g00411,,,ga198s13g01774,,ga198s1g00803
mal1g00412,,,ga198s13g01825,,.
mal1g00413,,,.,,.
mal1g00414,,,.,,.
mal1g00415,,,.,,ga198s1g00802
mal1g00416,,,.,,.
mal1g00417,,,ga198s13g01826,,.
mal1g00418,,,ga198s13g01827,,.
mal1g00419,,,.,,.
mal1g00420,,,.,,ga198s1g00801
mal1g00421,,,.,,.
mal1g00422,,,.,,.
mal1g00423,,,ga198s13g01775,,.
mal1g00424,,,.,,.
mal1g00425,,,.,,ga198s1g00798
mal1g00426,,,.,,.
mal1g00427,,,.,,.
mal1g00428,,,.,,ga198s1g00797
mal1g00429,,,ga198s13g01828,,ga198s1g00796
mal1g00430,,,.,,ga198s1g00795
mal1g00431,,,ga198s13g01829,,ga198s1g00794
mal1g00432,,,.,,ga198s1g00793
mal1g00433,,,ga198s13g01830,,.
mal1g00434,,,.,,ga198s1g00792
mal1g00435,,,ga198s13g01831,,ga198s1g00791
mal1g00436,,,ga198s13g01832,,.
mal1g00437,,,ga198s13g01833,,.
mal1g00438,,,.,,ga198s1g00790
mal1g00439,,,.,,ga198s1g00788
mal1g00440,,,.,,ga198s1g00787
mal1g00441,,,.,,ga198s1g00784
mal1g00442,,,ga198s13g01834,,ga198s1g00783
mal1g00443,,,ga198s13g01835,,ga198s1g00782
mal1g00444,,,.,,.
mal1g00445,,,ga198s13g01777,ga198s5g03984,ga198s1g00781
mal1g00446,,,ga198s13g01836,ga198s5g03987,.
mal1g00447,,,.,.,.
mal1g00448,,,.,ga198s5g03988,ga198s1g00779
mal1g00449,,ga198s11g00654,.,.,ga198s1g00764
mal1g00450,,.,.,.,.
mal1g00451,,ga198s11g00655,.,.,ga198s1g00765
mal1g00452,,.,ga198s13g01784,.,.
mal1g00453,,.,.,.,ga198s1g00766
mal1g00454,,.,.,.,ga198s1g00767
mal1g00455,,.,.,.,ga198s1g00768
mal1g00456,,.,.,.,ga198s1g00770
mal1g00457,,ga198s11g00656,.,.,.
mal1g00458,,.,.,.,ga198s1g00773
mal1g00459,,ga198s11g00657,.,.,ga198s1g00774
mal1g00460,,ga198s11g00658,ga198s13g01782,.,.
mal1g00461,,.,ga198s13g01781,.,ga198s1g00775
mal1g00462,,.,ga198s13g01780,.,.
mal1g00463,,ga198s11g00660,.,.,.
mal1g00464,,ga198s11g00661,.,.,.
mal1g00465,,ga198s11g00662,.,.,.
mal1g00466,,,.,ga198s5g03991,.
mal1g00467,,,ga198s13g01779,.,ga198s1g00778
mal1g00468,,,.,.,.
mal1g00469,,,.,.,.
mal1g00470,,,.,.,.
mal1g00471,,,.,.,ga198s1g00765
mal1g00472,,,.,.,.
mal1g00473,,,.,.,.
mal1g00474,,,.,.,.
mal1g00475,,,.,.,.
mal1g00476,,,.,.,.
mal1g00477,,,.,.,.
mal1g00478,,,.,.,ga198s1g00764
mal1g00479,,,ga198s13g01783,.,.
mal1g00480,,,ga198s13g01784,.,ga198s1g00763
mal1g00481,,,ga198s13g01785,.,ga198s1g00760
mal1g00482,,,.,.,ga198s1g00757
mal1g00483,,,.,.,ga198s1g00755
mal1g00484,,,.,.,ga198s1g00753
mal1g00485,,,.,.,.
mal1g00486,,,.,.,.
mal1g00487,,,.,.,.
mal1g00488,,,.,ga198s5g03998,ga198s1g00752
mal1g00489,,,.,ga198s5g03999,ga198s1g00751
mal1g00490,,,.,ga198s5g04000,ga198s1g00750
mal1g00491,,,.,.,ga198s1g00749
mal1g00492,,,.,ga198s5g04002,ga198s1g00747
mal1g00493,,,.,.,.
mal1g00494,,,.,.,.
mal1g00495,,,.,.,.
mal1g00496,,,.,ga198s5g04003,.
mal1g00497,,,.,.,.
mal1g00498,,,.,ga198s5g04004,ga198s1g00746
mal1g00499,,,.,ga198s5g04005,ga198s1g00745
mal1g00500,,,ga198s13g01786,ga198s5g04006,ga198s1g00744
mal1g00501,,,.,.,ga198s1g00743
mal1g00502,,,.,.,ga198s1g00742
mal1g00503,,,.,.,ga198s1g00741
mal1g00504,,,.,.,.
mal1g00505,,,.,.,.
mal1g00506,,,.,.,ga198s1g00740
mal1g00507,,,.,.,ga198s1g00738
mal1g00508,,,.,.,.
mal1g00509,,,.,.,ga198s1g00736
mal1g00510,,,.,.,ga198s1g00735
mal1g00511,,,.,.,.
mal1g00512,,,.,.,.
mal1g00513,,,.,.,.
mal1g00514,,,.,.,ga198s1g00734
mal1g00515,,,ga198s13g01788,ga198s5g04013,.
mal1g00516,,,.,ga198s5g04014,ga198s1g00733
mal1g00517,,,.,.,ga198s1g00732
mal1g00518,,,.,.,.
mal1g00519,,,.,.,.
mal1g00520,,,.,ga198s5g04015,ga198s1g00731
mal1g00521,,,ga198s13g01789,ga198s5g04016,ga198s1g00730
mal1g00522,,,.,.,ga198s1g00728
mal1g00523,,,.,.,ga198s1g00727
mal1g00524,,,ga198s13g01790,.,.
mal1g00525,,,.,.,ga198s1g00726
mal1g00526,,,ga198s13g01791,ga198s5g04020,.
mal1g00527,,,ga198s13g01792,.,.
mal1g00528,,,.,.,.
mal1g00529,,,ga198s13g01793,.,.
mal1g00530,,,.,.,.
mal1g00531,,,.,.,.
mal1g00532,,,.,.,.
mal1g00533,,,.,.,.
mal1g00534,,,.,.,ga198s1g00725
mal1g00535,,,.,.,ga198s1g00724
mal1g00536,,,.,ga198s5g04024,.
mal1g00537,,,ga198s13g01794,,.
mal1g00538,,,.,ga198s5g03978,ga198s1g00722
mal1g00539,,,.,.,.
mal1g00540,,,.,.,ga198s1g00720
mal1g00541,,,.,ga198s5g03977,ga198s1g00719
mal1g00542,,,.,ga198s5g03976,ga198s1g00716
mal1g00543,,,.,.,ga198s1g00715
mal1g00544,,,.,ga198s5g03975,ga198s1g00714
mal1g00545,,,.,.,ga198s1g00711
mal1g00546,,,.,.,.
mal1g00547,,,.,ga198s5g03972,.
mal1g00548,,,.,ga198s5g03971,.
mal1g00549,,,ga198s13g01797,.,.
mal1g00550,,,.,ga198s5g03970,ga198s1g00710
mal1g00551,,,ga198s13g01801,ga198s5g03968,ga198s1g00709
mal1g00552,,,.,ga198s5g03967,ga198s1g00708
mal1g00553,,,.,ga198s5g03966,ga198s1g00707
mal1g00554,,,ga198s13g01803,.,.
mal1g00555,,,.,ga198s5g03964,ga198s1g00706
mal1g00556,,,ga198s13g01804,.,ga198s1g00705
mal1g00557,,,.,.,.
mal1g00558,,,.,ga198s5g03963,ga198s1g00704
mal1g00559,,,ga198s13g01805,.,ga198s1g00702
mal1g00560,,,ga198s13g01806,ga198s5g03962,.
mal1g00561,,,.,.,ga198s1g00701
mal1g00562,,,.,ga198s5g03961,ga198s1g00696
mal1g00563,,,.,ga198s5g03960,ga198s1g00695
mal1g00564,,,.,ga198s5g03955,.
mal1g00565,,,.,.,ga198s1g00694
mal1g00566,,,.,.,ga198s1g00693
mal1g00567,,,.,ga198s5g03954,ga198s1g00692
mal1g00568,,,.,ga198s5g03953,.
mal1g00569,,,.,.,.
mal1g00570,,,.,.,.
mal1g00571,,,.,.,.
mal1g00572,,ga198s11g00638,.,.,.
mal1g00573,,ga198s11g00636,.,.,.
mal1g00574,,.,.,.,.
mal1g00575,,ga198s11g00635,.,.,.
mal1g00576,,.,.,.,.
mal1g00577,,ga198s11g00634,.,.,.
mal1g00578,,.,ga198s13g01807,.,.
mal1g00579,,.,.,.,.
mal1g00580,,.,.,.,ga198s1g00691
mal1g00581,,.,.,.,.
mal1g00582,,.,.,.,ga198s1g00690
mal1g00583,,.,.,.,ga198s1g00689
mal1g00584,,ga198s11g00628,.,.,ga198s1g00688
mal1g00585,,.,.,.,ga198s1g00683
mal1g00586,,ga198s11g00626,.,.,.
mal1g00587,,.,.,.,.
mal1g00588,,.,.,ga198s5g03945,.
mal1g00589,,.,.,.,ga198s1g00682
mal1g00590,,.,.,.,.
mal1g00591,,.,.,.,.
mal1g00592,,.,.,.,ga198s1g00681
mal1g00593,,.,.,ga198s5g03944,ga198s1g00680
mal1g00594,,.,ga198s13g01809,ga198s5g03943,.
mal1g00595,,.,.,ga198s5g03942,.
mal1g00596,,.,.,ga198s5g03941,.
mal1g00597,,.,.,ga198s5g03939,.
mal1g00598,,.,.,ga198s5g03938,.
mal1g00599,,.,.,ga198s5g03936,.
mal1g00600,,.,.,ga198s5g03934,.
mal1g00601,,.,.,ga198s5g03933,.
mal1g00602,,ga198s11g00625,.,.,.
mal1g00603,,.,.,ga198s5g03927,.
mal1g00604,,.,.,.,.
mal1g00605,,.,.,.,.
mal1g00606,,.,.,.,.
mal1g00607,,.,.,.,.
mal1g00608,,.,.,.,.
mal1g00609,,.,.,.,.
mal1g00610,,.,.,.,ga198s1g00671
mal1g00611,,.,.,.,ga198s1g00669
mal1g00612,,.,.,.,.
mal1g00613,,.,.,.,.
mal1g00614,,.,.,ga198s5g03925,ga198s1g00666
mal1g00615,,.,ga198s13g01810,ga198s5g03924,.
mal1g00616,,.,.,.,.
mal1g00617,,.,.,ga198s5g03921,ga198s1g00665
mal1g00618,,.,.,.,.
mal1g00619,,.,.,ga198s5g03920,ga198s1g00664
mal1g00620,,.,.,ga198s5g03917,ga198s1g00663
mal1g00621,,ga198s11g00613,.,ga198s5g03916,ga198s1g00662
mal1g00622,,.,.,.,.
mal1g00623,,ga198s11g00612,.,.,ga198s1g00661
mal1g00624,,ga198s11g00610,.,ga198s5g03913,.
mal1g00625,,.,.,ga198s5g03912,ga198s1g00659
mal1g00626,,.,ga198s13g01815,ga198s5g03911,ga198s1g00658
mal1g00627,,ga198s11g00607,ga198s13g01816,.,.
mal1g00628,,ga198s11g00605,.,.,.
mal1g00629,,ga198s11g00604,ga198s13g01817,.,ga198s1g00657
mal1g00630,,.,ga198s13g01819,ga198s5g03910,ga198s1g00656
mal1g00631,,.,.,.,ga198s1g00655
mal1g00632,,.,ga198s13g01820,.,.
mal1g00633,,ga198s11g00603,.,ga198s5g03833,.
